subj	rel	obj
glacier ice melt	structural-agent	glacier ice
daylight hour	structural-noun-compound	daylight
downward	synonym	down
reservoir	kind of	body of water
hand	kind of	object
compress prehistoric animal remains	result	natural gas
perform	patient	cellular respiration
do chore	structural-patient	chore
reproduce	agent	living thing
belong group	structural-patient	group
solid material	structural-adjective	solid
turn on	patient	lightbulb
dissolve	agent	substance
flip switch	synonym	activate switch
river mouth	structural-noun-compound	river
build home	agent	human
ferromagnetic metals	structural-adjective	ferromagnetic
electric current	synonym	electricity
hand lens	synonym	magnifying glass
move seed	structural-verb	move
flagpole	kind of	object
animal move	result	find shelter
bang	patient	drum
hydropower	kind of	alternative energy resource
floating arrow	structural-noun	arrow
high daylight	structural-quantifier	high
shine	agent	sunlight
start	synonym	beginning
absorb sunlight	instrument	flat leaf
discover shape	instrument	feel
toy move	structural-agent	toy
wigtownshire	instance of	county
survive	instrument	require resource
repair	patient	cell
sleet	kind of	precipitation
flower petal	structural-noun-compound	flower
drop	synonym	fall
daylight	synonym	sun shine
crop grow	structural-verb	crop
strength	has positive impact on	organism
sulfur	kind of	mineral
northern summer solstice	synonym	june 21
united states virgin islands (us)	structural-noun-compound	united
little light	structural-noun	light
salt water evaporate	structural-verb	evaporate
sound	kind of	energy
poison organism	structural-verb	poison
change	patient	phase
mass	kind of	measure
break down food	structural-patient	food
event occur	structural-verb	occur
escape predator	structural-verb	escape
support	patient	cell
laboratory coat	beneficiary	person
earth's tilt	structural-noun-compound	tilt
same polarity	structural-adjective	same
vegetation become peat	instrument	bury vegetation
tibet	instance of	autonomous region
kill virus	structural-patient	virus
chemical reaction	synonym	reaction
low pressure system	structural-noun-compound	system
omnivore eat plant	structural-patient	plant
electric device	structural-adjective	electric
observe	patient	earth
hampshire	instance of	county
tie back hair	structural-verb	tie back
remora fish	structural-noun-compound	fish
smooth	kind of	texture
laboratory coat	synonym	laboratory apron
bodily process	structural-noun	process
rhode island	structural-noun-compound	rhode
small space	structural-noun	space
wear	patient	safety goggles
identify inheritance	structural-patient	inheritance
variety	synonym	different kind
northamptonshire	structural-noun-compound	northamptonshire
pollute	instrument	pollutant
heat liquid	result	boil
replace animal habitat	structural-patient	animal habitat
new brunswick	structural-noun-compound	brunswick
refract	result	change direction
potential energy	structural-noun	energy
boil	patient	liquid
heat source	structural-noun-compound	source
south orkney islands (antarctic treaty signatories)	structural-noun-compound	treaty
store water	instrument	waxy leaf
poison environment	structural-patient	environment
guangxi autonomous region	structural-noun-compound	autonomous
soup	kind of	food
phase change	structural-agent	phase
alligator eat bird	has positive impact on	alligator
protect cell membrane	structural-patient	cell membrane
decrease	patient	amount
erode soil	structural-verb	erode
plug in	patient	appliance
conduct electricity	structural-verb	conduct
predator eat animal	has negative impact on	animal
photosynthesize	kind of	change
ocean floor	structural-noun-compound	ocean
eat	patient	dead organism
ventilate	instrument	fan
ultraviolet light	structural-noun-compound	light
rain fall	structural-agent	rain
niue (new zealand)	structural-noun-compound	niue
support plant	structural-verb	support
rotate	instrument	axis
moon revolve	result	moon phase
power electrical device	instrument	electricity
animal become oil	structural-verb	become
south georgia and the south sandwich islands (united kingdom)	structural-noun-compound	kingdom
polluting gas	kind of	pollution
protect living entity	result	survive
plane travel	structural-agent	plane
omnivore eat plant	has positive impact on	omnivore
colorado	instance of	state
hide	instrument	camouflage
oil	kind of	fossil fuel
move rocket	structural-patient	rocket
ring	kind of	action
carbonic acid	structural-noun-compound	carbonic
write	kind of	literacy
light bulb filament	structural-noun-compound	bulb
sense sound	structural-patient	sound
physical property	structural-adjective	physical
grow	result	increase value
uneven heating	structural-adjective	uneven
leave	patient	atom
cool down	result	cold
use	patient	crop
days	synonym	d
magnet attract	structural-verb	attract
electricity power	patient	electromagnet
human wear	structural-verb	wear
shout	kind of	sound
emit	synonym	send out
bowl-shaped lake	structural-adjective	bowl-shaped
thermal insulator	kind of	insulator
marsh willow herb	structural-noun-compound	marsh
natural occurrence	structural-noun	occurrence
phase change	structural-noun-compound	change
appear large	structural-patient	large
copy	result	identical
plant species	structural-noun-compound	plant
living entity	structural-adjective	living
kentucky	instance of	state
sell	result	money
be near dangerous object	structural-patient	dangerous object
male human	structural-noun	human
many weight	structural-noun	weight
filament glow	result	light
decompose	agent	dead organism
invent television	structural-verb	invent
leave undisturbed	antonym	change
young dog	structural-adjective	young
cook	result	chemical reaction
move	agent	aquatic animal
overpopulation	has negative impact on	ecosystem
water meet land	structural-patient	land
orbit	agent	satellite
do chore	structural-verb	do
time taken	structural-agent	time
escape	result	protect
quail	kind of	bird
pounds	kind of	weight
push	patient	bone
identify	instrument	function
smooth	instance of	texture
massachusetts	structural-noun-compound	massachusetts
rotting meat	structural-adjective	rotting
move	result	heat
wetland	kind of	ecosystem
dispose waste	instrument	landfill
add	synonym	increase
nayarit	instance of	state
brain control body	structural-agent	brain
sunlight refract	result	light split
black-eyed susan wildflower	structural-noun-compound	black-eyed
large piece	structural-noun	piece
reflective object	structural-noun	object
nevada	instance of	state
highest preference	structural-adjective	highest
earth's surface	structural-noun-compound	surface
use vehicle	structural-patient	vehicle
increase weight	structural-patient	weight
photosynthesis	kind of	process
east lothian	instance of	county
reduce bacterium	instrument	pasteurize
western hemisphere	structural-adjective	western
variable volume	structural-noun	volume
dry up	synonym	lose water
reproduce	agent	flour
do job	synonym	perform job
electrical energy	structural-noun	energy
convection	kind of	process
better observation	structural-noun	observation
wallis and futuna (france)	structural-noun-compound	france
study	patient	information
sichuan	instance of	province
winter	has negative impact on	daylight
open clam	agent	otter
eagle eat rabbit	structural-agent	eagle
change	agent	moon appearance
fossil	synonym	preserved remains
ecological succession	synonym	entire community change
disperse seed	instrument	animal excrete seed
sell	patient	product
low light	structural-adjective	low
process step	structural-noun-compound	process
quick process	structural-noun	process
shandong	structural-noun-compound	shandong
water channel	structural-noun-compound	water
save money	structural-verb	save
reduce pollution	structural-patient	pollution
baja california sur	structural-noun-compound	sur
big flower	structural-noun	flower
moon kind	structural-noun-compound	moon
food poisoning	kind of	illness
move air	instrument	wind
prehistoric living thing become natural gas	instrument	pressure
support tree	structural-verb	support
earth's moon	structural-noun-compound	moon
prairie dog	kind of	animal
pond	kind of	habitat
edible plants	structural-noun	plants
much energy	structural-noun	energy
ceiling fan	structural-noun-compound	fan
meteoroid impact	structural-agent	meteoroid
glacier ice	structural-noun-compound	glacier
winter	antonym	summer
bring oxygen	goal	body
least value	structural-adjective	least
environment change	result	seasonal change
energy level	structural-noun-compound	level
push	kind of	apply force
taste	patient	sweet
breathe	patient	oxygenated air
united states of america	structural-noun-compound	of
produce	patient	nuclear energy
millimeters	synonym	mm
get	source	source
shelter	beneficiary	animal
be classified	patient	group
separate	instrument	sifter
forest	kind of	ecosystem
pollinating animal	structural-noun-compound	animal
transport energy	structural-verb	transport
jog	kind of	run
sediment	kind of	matter
cactus spine	kind of	adaptation
prevent injury	instrument	seat belt
move food	instrument	esophagus
find direction	structural-patient	direction
increase resource	structural-patient	resource
full moon	kind of	moon phase
container	kind of	tool
