subj	rel	obj
lack	similar to	little
make observation	structural-verb	make
gravity	kind of	force
burn oil	structural-verb	burn
preserve organism	structural-patient	organism
sense sound	instrument	hear
sun rise	result	day
temperature	has property	warm
summer solstice	has property	highest daylight
something	has property	some
child	synonym	offspring
burn living thing	result	harm
measure earthquake magnitude	structural-patient	earthquake magnitude
snowshoe hare	kind of	animal
disguise	instrument	change appearance
hunt	agent	nocturnal predator
daylight amount	structural-noun-compound	daylight
replace	patient	natural resource
find information	structural-patient	information
water	has property	warm
friction	causes	heat
fork	kind of	object
babingtonite	has property	magnetic
bring oxygen	kind of	function
push tectonic plate	structural-patient	tectonic plate
daylight length	structural-noun-compound	length
british virgin islands (uk)	structural-noun-compound	virgin
cause	synonym	have effect
dead leaf	structural-noun	leaf
harm eye	structural-patient	eye
burn gasoline	result	pollution
wire	has subcomponent	electrical conductor
sinaloa	structural-noun-compound	sinaloa
ningxia autonomous region	instance of	autonomous region
breathe in	synonym	absorb air
ice wedging	causes	crack
jordan	at location	northern hemisphere
lunar cycle	structural-noun-compound	cycle
apply	patient	heat
animal population	structural-noun-compound	population
bird fly south	structural-patient	south
move bone	structural-patient	bone
vehicle inspection	structural-noun-compound	vehicle
el salvador	structural-noun-compound	el
sediment fall	structural-verb	fall
conserve natural resource	structural-patient	natural resource
flower	has property	big
polluted	derivational morphology	pollute
tree	has subcomponent	bark
detect	kind of	observe
catch prey	agent	predator
fl oz	structural-noun-compound	oz
area	similar to	location
eat prey	beneficiary	animal
black object	structural-noun	object
l a	has property	f
break bone	structural-patient	bone
store water	beneficiary	organism
fuel	has subcomponent	energy
support tree	structural-patient	tree
weathering process	has subcomponent	wind
kangaroo	kind of	animal
single-celled organism	kind of	living thing
mass	similar to	matter
study	patient	weather
miles	kind of	distance
transfer	patient	heat
webbed foot	structural-adjective	webbed
release ink	beneficiary	octopus
prehistoric living thing become natural gas	instrument	heat
liquid	at location	channel
difficulty	derivational morphology	difficult
hot temperature	structural-noun	temperature
decomposing	derivational morphology	decompose
hunt food	structural-verb	hunt
crash car	structural-patient	car
feel heat	at location	skin
dimmer	synonym	less bright
behavior	has property	instinctive
move close	structural-patient	close
earthworm	at location	soil
destroy habitat	agent	human
turks and caicos islands (uk)	structural-noun-compound	uk
poison insect	instrument	pesticide
animal	has property	scaled
combust	result	fire
water vapour condense	at location	air
flat	instance of	flatness
something	has property	most
face dimple	structural-noun	dimple
excess water	structural-noun	water
sticky tongue	structural-noun	tongue
direct boat	structural-verb	direct
object	has property	sharp
fire	kind of	chemical reaction
break down	kind of	function
made up of	synonym	made of
cumbria (cumberland)	instance of	county
absorb nutrient	structural-patient	nutrient
sun rise	structural-agent	sun
hibernation	derivational morphology	hibernate
local organisms	structural-adjective	local
fan	causes	air move
vatican city	structural-noun-compound	city
color pattern	structural-adjective	color
reflect	result	change direction
testing	derivational morphology	test
steel	kind of	metal
yukon	structural-noun-compound	yukon
degrees celsiu	structural-noun-compound	celsius
bury	patient	peat
air hole	structural-noun-compound	air
arm	kind of	limb
classify	instrument	sort
develop	patient	trait
ml	synonym	milliliter
plant transport nutrient	structural-verb	transport
florida	instance of	state
far light	structural-noun	light
be sick	kind of	harm
filter	patient	liquid
oxygen melting point	synonym	54k
temperature drop	synonym	become cold
look in container	instrument	open container
large depth	causes	pressure
wood	has property	strong
observe moon	instrument	telescope
nutrient	at location	soil
fall	agent	water
food chain	has subcomponent	bacteria
food decrease	result	animal move
metamorphose	patient	shale
gaseous matter	has property	variable volume
play music	result	sound
silver	has property	nonmagnetic
south carolina	at location	united states of america
electricity power	structural-verb	power
shropshire	structural-noun-compound	shropshire
montenegro	at location	northern hemisphere
help	synonym	assist
christmas island (australia)	structural-noun-compound	island
object	has property	lasting
hand lens	structural-noun-compound	lens
drink beverage	structural-patient	beverage
measurement	kind of	datum
rock contact	structural-agent	rock
snakes	derivational morphology	snake
appearance	derivational morphology	appear
yucatán	structural-noun-compound	yucatán
bury	patient	vegetation
narrow tree ring	structural-adjective	narrow
perfume	has subcomponent	odor
aquatic plant thrive	instrument	water
be active	instrument	energy
assemble kit	agent	person
pasteurization	derivational morphology	pasteurize
stored energy	structural-noun-compound	energy
digestion	kind of	bodily process
brain control	structural-agent	brain
electric fan	structural-adjective	electric
gas	has property	natural
catch fire	structural-patient	fire
animal population	structural-noun-compound	animal
battery convert	result	electricity
detect texture	structural-verb	detect
native plants	structural-adjective	native
move	instrument	intense sound energy
r u	structural-noun	u
coral sea islands (australia)	at location	southern hemisphere
event	has subcomponent	requirement
smooth skin	structural-noun	skin
mouse birth	structural-verb	birth
determine	patient	direction
water level	structural-noun-compound	level
catch fire	agent	forest
united states	kind of	country
earthworm create	patient	tunnel
weather	instrument	rock
norway	at location	northern hemisphere
transport	kind of	function
see	instrument	magnifying glass
sun	at location	sky
monkey birth	result	live young
pull weed	structural-patient	weed
dorset	instance of	county
pouring	derivational morphology	pour
1 month	structural-noun	month
larva	kind of	insect
object	has property	important
roll	agent	round object
color	kind of	physical property
change phase	agent	substance
earth	has subcomponent	earth's axis
keep cool	structural-verb	keep
plant become oil	structural-patient	oil
eye color	kind of	inherited characteristic
tidal range	structural-noun-compound	range
identify boiling point	structural-patient	boiling point
protect	instrument	skeletal system
metal	has property	ferrous
bone	has property	hard
reduce amount	structural-patient	amount
produce electricity	instrument	burn oil
moving	derivational morphology	move
earth revolve	structural-agent	earth
sunlight	has subcomponent	color
ground water	structural-noun-compound	water
jar	kind of	container
eat	patient	animal
prevent transfer	structural-verb	prevent
fall	has subcomponent	less daylight
kit	has subcomponent	instruction
stomach acid break down food	structural-agent	stomach acid
hot water	structural-noun	water
water vapour condense	result	dew
become	agent	ocean
inherited characteristic	structural-noun	characteristic
aquatic plant thrive	structural-verb	thrive
information	has property	new
eat prey	structural-patient	prey
sun	has property	average size
deep lake	structural-adjective	deep
many cloud	structural-noun	cloud
hot weather	structural-adjective	hot
material composition	structural-noun-compound	material
waning gibbous	structural-noun-compound	waning
observe planet	structural-verb	observe
r u	structural-adjective	r
hainan	at location	people's republic of china
help	patient	entity
river flow	result	erosion
food source	has property	same
pollinating animal	structural-noun-compound	pollinating
nunavut	at location	canada
sunny	instance of	weather
low elevation	structural-noun	elevation
farm	kind of	process
scaled animal	structural-noun	animal
benefit	synonym	be of use
protect environment	instrument	reduce waste
softball bat	structural-noun-compound	bat
object	has property	old
become cold	structural-adjective	cold
strong	synonym	high strength
republic of macedonia	structural-noun-compound	republic
assemble something	instrument	instructions
cool lava	structural-adjective	cool
treat water	instrument	remove harmful substance
uneven heating	causes	wind
prevent spoiling	structural-verb	prevent
change	agent	heat
windy	synonym	high wind speed
