subj	rel	obj
rock erode	instrument	water exposure
hare	kind of	prey
sleeping bags	derivational morphology	sleeping bag
wheeled vehicle	has subcomponent	smooth surface
kilometer	kind of	distance
measure length	instrument	tape measure
chiapas	at location	mexico
light	synonym	low weight
milliliter	kind of	volume
orange tree	kind of	tree
chemical	has negative impact on	human
noon	instance of	time
leaf	has property	dead
excrete urine	source	bladder
gravitational force	synonym	gravity
plant die	kind of	adaptation
filament glow	instrument	electricity
quebec	instance of	province
circuit	has subcomponent	switch
plant	has subcomponent	flower
convert	similar to	release
transport blood	agent	circulatory system
mammal	has subcomponent	fur
plant cell	has subcomponent	cell wall
metal fork	has subcomponent	metal
eagle eat fish	has negative impact on	fish
touch object	result	sound
hunt	kind of	skill
scientific	derivational morphology	science
produce light	instrument	nuclear reaction
value	has property	higher
water	kind of	natural resource
measurement	derivational morphology	measure
ecosystem	has subcomponent	decomposer
attract	patient	animal
study	patient	animal
cable	similar to	wire
balloon	has subcomponent	gas
measure time	result	duration
hurricane	has subcomponent	many rain
glacier	causes	bowl-shaped lakes
base	has property	basic
store waste	instrument	landfill
climate	has property	specific
swimming pool	has subcomponent	water
meter	kind of	distance
object	has subcomponent	texture
observe	agent	scientist
another	synonym	different
state of palestine	at location	northern hemisphere
chongqing municipality	instance of	municipality
explode	result	harm
flow	kind of	pour
perform cellular respiration	agent	cell
mimicry	has negative impact on	predator
object	has property	shiny
0.5 kg	instance of	weight
flexibility	derivational morphology	flexible
snowing	derivational morphology	snow
clam	kind of	aquatic animal
candle	causes	light
white fur	has property	white
sense	kind of	ability
hunt	patient	food
salamander	kind of	aquatic animal
substance	has property	structure
space	has property	open
vegetation decay	result	coal
contain	similar to	provide
ecuador	at location	equator
caernarfonshire	instance of	county
migration	kind of	adaptation
coral	kind of	aquatic animal
organism repair	instrument	energy
resource	has subcomponent	energy
flowing liquid push	patient	object
generation	has subcomponent	natural selection
absorb water	source	soil
pattern	has property	color
scavenger eat dead organism	has positive impact on	scavenger
water	has positive impact on	plant
storm	causes	landslide
turtle	kind of	reptile
inner mongolia	at location	people's republic of china
washington	synonym	washington state
normal	instance of	volume
water	has property	surface area
bone cells	derivational morphology	bone cell
bird eat insect	has positive impact on	bird
campeche	at location	mexico
shape	has property	width
polarity	has property	same
animal	has subcomponent	nervous system
lower	instrument	inclined plane
rain forest	kind of	forest
rigid	instance of	hardness
move person	instrument	airplane
frog	kind of	adult
energy	has property	solar
human compete	synonym	race
light	at location	retina
flood	result	change
not exist	antonym	exist
flow	agent	river
kits	derivational morphology	kit
week	has subcomponent	moon phase
material	has property	boiling point
bird	at location	tree
475 kg	instance of	weight
water	has property	under
road	kind of	location
less water	causes	narrow tree ring
nut	kind of	fruit
transpiration	at location	leaf
adult tree	has subcomponent	large canopy
light bulb	causes	heat energy
pond	kind of	body of water
something	has property	much
fall	result	move down
falkland islands (uk)	at location	southern hemisphere
forest	synonym	wooded area
lack	similar to	little
gravity	kind of	force
sense sound	instrument	hear
sun rise	result	day
insect eat crop	has positive impact on	insect
temperature	has property	warm
summer solstice	has property	highest daylight
something	has property	some
child	synonym	offspring
burn living thing	result	harm
snowshoe hare	kind of	animal
disguise	instrument	change appearance
hunt	agent	nocturnal predator
replace	patient	natural resource
water	has property	warm
friction	causes	heat
fork	kind of	object
babingtonite	has property	magnetic
bring oxygen	kind of	function
cause	synonym	have effect
burn gasoline	result	pollution
wire	has subcomponent	electrical conductor
ningxia autonomous region	instance of	autonomous region
ice wedging	causes	crack
jordan	at location	northern hemisphere
apply	patient	heat
flower	has property	big
polluted	derivational morphology	pollute
tree	has subcomponent	bark
detect	kind of	observe
catch prey	agent	predator
area	similar to	location
eat prey	beneficiary	animal
l a	has property	f
store water	beneficiary	organism
fuel	has subcomponent	energy
weathering process	has subcomponent	wind
kangaroo	kind of	animal
single-celled organism	kind of	living thing
mass	similar to	matter
study	patient	weather
miles	kind of	distance
transfer	patient	heat
release ink	beneficiary	octopus
prehistoric living thing become natural gas	instrument	heat
liquid	at location	channel
difficulty	derivational morphology	difficult
decomposing	derivational morphology	decompose
feel heat	at location	skin
behavior	has property	instinctive
earthworm	at location	soil
destroy habitat	agent	human
poison insect	instrument	pesticide
animal	has property	scaled
combust	result	fire
water vapour condense	at location	air
fast action	has positive impact on	life
flat	instance of	flatness
something	has property	most
object	has property	sharp
fire	kind of	chemical reaction
break down	kind of	function
made up of	synonym	made of
cumbria (cumberland)	instance of	county
hibernation	derivational morphology	hibernate
fan	causes	air move
reflect	result	change direction
testing	derivational morphology	test
steel	kind of	metal
bury	patient	peat
arm	kind of	limb
classify	instrument	sort
develop	patient	trait
ml	synonym	milliliter
florida	instance of	state
be sick	kind of	harm
filter	patient	liquid
oxygen melting point	synonym	54k
temperature drop	synonym	become cold
look in container	instrument	open container
large depth	causes	pressure
wood	has property	strong
observe moon	instrument	telescope
nutrient	at location	soil
fall	agent	water
food chain	has subcomponent	bacteria
food decrease	result	animal move
metamorphose	patient	shale
gaseous matter	has property	variable volume
herbivore eat plant	has negative impact on	plant
play music	result	sound
silver	has property	nonmagnetic
south carolina	at location	united states of america
montenegro	at location	northern hemisphere
help	synonym	assist
object	has property	lasting
root	has negative impact on	sidewalk
measurement	kind of	datum
snakes	derivational morphology	snake
appearance	derivational morphology	appear
bury	patient	vegetation
perfume	has subcomponent	odor
aquatic plant thrive	instrument	water
be active	instrument	energy
assemble kit	agent	person
pasteurization	derivational morphology	pasteurize
digestion	kind of	bodily process
gas	has property	natural
battery convert	result	electricity
move	instrument	intense sound energy
coral sea islands (australia)	at location	southern hemisphere
event	has subcomponent	requirement
determine	patient	direction
catch fire	agent	forest
united states	kind of	country
earthworm create	patient	tunnel
weather	instrument	rock
norway	at location	northern hemisphere
transport	kind of	function
see	instrument	magnifying glass
sun	at location	sky
dorset	instance of	county
pouring	derivational morphology	pour
larva	kind of	insect
object	has property	important
roll	agent	round object
color	kind of	physical property
change phase	agent	substance
earth	has subcomponent	earth's axis
eye color	kind of	inherited characteristic
protect	instrument	skeletal system
metal	has property	ferrous
bone	has property	hard
produce electricity	instrument	burn oil
moving	derivational morphology	move
sunlight	has subcomponent	color
jar	kind of	container
eat	patient	animal
fall	has subcomponent	less daylight
kit	has subcomponent	instruction
water vapour condense	result	dew
become	agent	ocean
information	has property	new
sun	has property	average size
hainan	at location	people's republic of china
help	patient	entity
river flow	result	erosion
food source	has property	same
nunavut	at location	canada
sunny	instance of	weather
farm	kind of	process
benefit	synonym	be of use
protect environment	instrument	reduce waste
object	has property	old
strong	synonym	high strength
assemble something	instrument	instructions
uneven heating	causes	wind
change	agent	heat
windy	synonym	high wind speed
skin	has subcomponent	fur
move	patient	from
crab	has subcomponent	seashell
produce	patient	food
drink	patient	milk
become	patient	oil
milliliters	derivational morphology	milliliters
exercise	result	healthy
sea bottom	has subcomponent	soil
predict weather	instrument	satellite
survive	agent	animal
georgia (country)	at location	northern hemisphere
species	has property	population
carry oxygen	source	lung
battery	has subcomponent	electrical energy
roam	kind of	move
sun move	at location	sky
density	similar to	mass
minnesota	at location	united states of america
protect	instrument	laboratory coat
reducing	derivational morphology	reduce
discover	synonym	find
measure length	instrument	ruler
seed	causes	plant
baby develop	result	adult
survive	agent	aquatic plant
warmth	has positive impact on	baby
sit	agent	female bird
rotate	agent	earth
evaporate	result	disappear
